id,vendor,product,project_name,github_org_url,github_project_url,github_project_url_git_status,github_project_url_git_detail,github_project_url_git_normalized,github_project_url_git_checked_at_utc,is_open_source,reason,source_file,source_attempt,source_timestamp_ms,batch_index,cve_count,cve_match_found
10528,ethereum,cpp-ethereum,cpp-ethereum,https://github.com/ethereum,https://github.com/ethereum/cpp-ethereum,working,git ls-remote succeeded,https://github.com/ethereum/cpp-ethereum,2026-04-13T18:36:55+00:00,True,Project is open source; the C++ Ethereum client is hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000143_1775639036602_attempt01_response.json,1,1775639036602,143,21,True
10529,ethereum,go-ethereum,go-ethereum,https://github.com/ethereum,https://github.com/ethereum/go-ethereum,working,git ls-remote succeeded,https://github.com/ethereum/go-ethereum,2026-04-13T18:36:55+00:00,True,Project is open source; the Go Ethereum client (geth) is hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000143_1775639036602_attempt01_response.json,1,1775639036602,143,32,True
10530,ethereum,go_ethereum,go-ethereum,https://github.com/ethereum,https://github.com/ethereum/go-ethereum,working,git ls-remote succeeded,https://github.com/ethereum/go-ethereum,2026-04-13T18:36:55+00:00,True,Project is open source; the Go Ethereum client is hosted on GitHub (duplicate product name).,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000143_1775639036602_attempt01_response.json,1,1775639036602,143,69,True
10533,etherpad,etherpad,etherpad,https://github.com/ether,https://github.com/ether/etherpad-lite,working,git ls-remote succeeded,https://github.com/ether/etherpad-lite,2026-04-13T18:36:55+00:00,True,Etherpad is an open-source collaborative editor maintained by the Etherpad Foundation.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001054_1775586365351_response.json,1,1775586365351,1054,48,True
10534,etherpad,etherpad_lite,etherpad_lite,https://github.com/ether,https://github.com/ether/etherpad-lite,working,git ls-remote succeeded,https://github.com/ether/etherpad-lite,2026-04-13T18:36:55+00:00,True,The etherpad_lite repository is the open-source core of the Etherpad project.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001054_1775586365351_response.json,1,1775586365351,1054,6,True
10535,ethyca,fides,fides,https://github.com/ethyca,https://github.com/ethyca/fides,working,git ls-remote succeeded,https://github.com/ethyca/fides,2026-04-13T18:36:55+00:00,True,"Ethyca's Fides is open source under MIT license, with source on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001054_1775586365351_response.json,1,1775586365351,1054,60,True
10545,etomite,etomite,Etomite,https://github.com/etomite,https://github.com/etomite/etomite,working,git ls-remote succeeded,https://github.com/etomite/etomite,2026-04-13T18:36:55+00:00,True,Etomite is an open-source CMS released under the GPL with a public GitHub repository.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001055_1775586330697_response.json,1,1775586330697,1055,24,True
10550,etruel,wpematico rss feed fetcher,WPematico,https://github.com/etruel,https://github.com/etruel/WPematico,working,git ls-remote succeeded,https://github.com/etruel/WPematico,2026-04-13T18:36:55+00:00,True,WPematico is an open-source WordPress plugin released under the GPL with a public GitHub repository.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001055_1775586330697_response.json,1,1775586330697,1055,8,True
10553,ettercap,ettercap,ettercap,https://github.com/ettercap,https://github.com/ettercap/ettercap,working,git ls-remote succeeded,https://github.com/ettercap/ettercap,2026-04-13T18:36:55+00:00,True,Ettercap is an open-source network security tool with its official repository on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000144_1775639101124_attempt01_response.json,1,1775639101124,144,8,True
10554,ettercap-project,ettercap,ettercap,https://github.com/ettercap,https://github.com/ettercap/ettercap,working,git ls-remote succeeded,https://github.com/ettercap/ettercap,2026-04-13T18:36:55+00:00,True,"The Ettercap project is open source; the official GitHub organization is 'ettercap', regardless of vendor name.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000144_1775639101124_attempt01_response.json,1,1775639101124,144,38,True
10557,eucalyptus,eucalyptus,eucalyptus,https://github.com/eucalyptus,https://github.com/eucalyptus/eucalyptus,working,git ls-remote succeeded,https://github.com/eucalyptus/eucalyptus,2026-04-13T18:36:55+00:00,True,Eucalyptus is an open-source cloud computing platform with its main repository on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000144_1775639101124_attempt01_response.json,1,1775639101124,144,66,True
10558,eucalyptus,eucalyptus_management_console,eucalyptus_management_console,https://github.com/eucalyptus,https://github.com/eucalyptus/eucalyptus-console,working,git ls-remote succeeded,https://github.com/eucalyptus/eucalyptus-console,2026-04-13T18:36:55+00:00,True,The Eucalyptus Management Console is part of the open-source Eucalyptus project and is hosted separately on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000144_1775639101124_attempt01_response.json,1,1775639101124,144,6,True
10562,europeana,repox,repox,https://github.com/europeana,https://github.com/europeana/repox,working,git ls-remote succeeded,https://github.com/europeana/repox,2026-04-13T18:36:55+00:00,True,"Open-source repository under the Europeana organization, publicly available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000145_1775639041210_attempt01_response.json,1,1775639041210,145,18,True
10578,eventlet,eventlet,eventlet,https://github.com/eventlet,https://github.com/eventlet/eventlet,working,git ls-remote succeeded,https://github.com/eventlet/eventlet,2026-04-13T18:36:55+00:00,True,"Eventlet is an open-source Python library for concurrent networking, maintained on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001058_1775586398910_response.json,1,1775586398910,1058,9,True
10582,eventum_project,eventum,eventum,https://github.com/eventum,https://github.com/eventum/eventum,working,git ls-remote succeeded,https://github.com/eventum/eventum,2026-04-13T18:36:55+00:00,True,"Eventum is an open‑source issue‑tracking system originally created by MySQL, with its source code available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000234_1775617938615_response.json,1,1775617938615,234,36,True
10608,evmos,evmos,evmos,https://github.com/evmos,https://github.com/evmos/evmos,working,git ls-remote succeeded,https://github.com/evmos/evmos,2026-04-13T18:36:55+00:00,True,"Project is open source, source code available on GitHub under an open source license.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001061_1775586431538_response.json,1,1775586431538,1061,27,True
10614,ewww,image_optimizer,EWWW Image Optimizer,https://github.com/nosilver4u,https://github.com/nosilver4u/ewww-image-optimizer,working,git ls-remote succeeded,https://github.com/nosilver4u/ewww-image-optimizer,2026-04-13T18:36:55+00:00,True,The plugin is open source under GPL with its repository available on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000146_1775639404919_attempt02_response.json,2,1775639404919,146,9,True
10621,excalidraw,excalidraw,excalidraw,https://github.com/excalidraw,https://github.com/excalidraw/excalidraw,working,git ls-remote succeeded,https://github.com/excalidraw/excalidraw,2026-04-13T18:36:55+00:00,True,Open source project hosted on GitHub,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000237_1775617965677_response.json,1,1775617965677,237,5,True
10622,exceedone,exment,exment,https://github.com/exceedone,https://github.com/exceedone/exment,working,git ls-remote succeeded,https://github.com/exceedone/exment,2026-04-13T18:36:55+00:00,True,Open source project hosted on GitHub,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000237_1775617965677_response.json,1,1775617965677,237,21,True
10623,exceedone,laravel-admin,laravel-admin,https://github.com/exceedone,https://github.com/exceedone/laravel-admin,working,git ls-remote succeeded,https://github.com/exceedone/laravel-admin,2026-04-13T18:36:55+00:00,True,Open source project hosted on GitHub,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000237_1775617965677_response.json,1,1775617965677,237,9,True
10628,executablebooks,markdown-it-py,markdown-it-py,https://github.com/executablebooks,https://github.com/executablebooks/markdown-it-py,working,git ls-remote succeeded,https://github.com/executablebooks/markdown-it-py,2026-04-13T18:36:55+00:00,True,Open source project hosted on GitHub,/home/user1/kk_peplen/cve-search/output/minimax_raw_remaining_opencode_tqdm/batch_000237_1775617965677_response.json,1,1775617965677,237,6,True
10636,exiftool_project,exiftool,exiftool,https://github.com/exiftool,https://github.com/exiftool/exiftool,working,git ls-remote succeeded,https://github.com/exiftool/exiftool,2026-04-13T18:36:55+00:00,True,"Exiftool is a widely used open-source Perl library for reading and writing image metadata, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001064_1775586423124_response.json,1,1775586423124,1064,11,True
10637,exim,exim,exim,https://github.com/Exim,https://github.com/Exim/exim,working,git ls-remote succeeded,https://github.com/Exim/exim,2026-04-13T18:36:55+00:00,True,Exim is an open-source mail transfer agent whose source code is hosted on GitHub under the Exim organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001064_1775586423124_response.json,1,1775586423124,1064,174,True
10641,exiv2,exiv2,exiv2,https://github.com/Exiv2,https://github.com/Exiv2/exiv2,working,git ls-remote succeeded,https://github.com/Exiv2/exiv2,2026-04-13T18:36:55+00:00,True,"Exiv2 is a well-known open-source C++ library for image metadata, hosted on GitHub under the Exiv2 organization.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001065_1775586390259_response.json,1,1775586390259,1065,369,True
10651,exponent,exponent,exponent,https://github.com/exponent,https://github.com/exponent/exponent,working,git ls-remote succeeded,https://github.com/exponent/exponent,2026-04-13T18:36:55+00:00,True,"Exponent is an open-source development platform for building universal React apps, with source code available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000147_1775639133745_attempt01_response.json,1,1775639133745,147,27,True
10655,expr-lang,expr,expr,https://github.com/expr-lang,https://github.com/expr-lang/expr,working,git ls-remote succeeded,https://github.com/expr-lang/expr,2026-04-13T18:36:55+00:00,True,"Expr is an open-source expression language library for Go, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000147_1775639133745_attempt01_response.json,1,1775639133745,147,5,True
10656,express,express,express,https://github.com/expressjs,https://github.com/expressjs/express,working,git ls-remote succeeded,https://github.com/expressjs/express,2026-04-13T18:36:55+00:00,True,"Express.js is an open-source web application framework for Node.js, available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000147_1775639133745_attempt01_response.json,1,1775639133745,147,5,True
10657,express-cart_project,express-cart,express-cart,https://github.com/mrvautin,https://github.com/mrvautin/expressCart,working,git ls-remote succeeded,https://github.com/mrvautin/expressCart,2026-04-13T18:36:55+00:00,True,"Express Cart is an open-source e-commerce platform for Node.js, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000147_1775639133745_attempt01_response.json,1,1775639133745,147,12,True
10662,expressjs,express,express,https://github.com/expressjs,https://github.com/expressjs/express,working,git ls-remote succeeded,https://github.com/expressjs/express,2026-04-13T18:36:55+00:00,True,Express is an open-source web framework released under the MIT license with its repository hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001067_1775586410327_response.json,1,1775586410327,1067,8,True
10663,expressjs,multer,multer,https://github.com/expressjs,https://github.com/expressjs/multer,working,git ls-remote succeeded,https://github.com/expressjs/multer,2026-04-13T18:36:55+00:00,True,"Multer is an open-source middleware for handling multipart/form-data, hosted on GitHub under the MIT license.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001067_1775586410327_response.json,1,1775586410327,1067,14,True
10674,exrick,xboot,xboot,https://github.com/exrick,https://github.com/exrick/xboot,working,git ls-remote succeeded,https://github.com/exrick/xboot,2026-04-13T18:36:55+00:00,True,The project is hosted publicly on GitHub with an open-source license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001068_1775586447087_response.json,1,1775586447087,1068,12,True
10675,exrick,xmall,XMall,https://github.com/exrick,https://github.com/exrick/xmall,working,git ls-remote succeeded,https://github.com/exrick/xmall,2026-04-13T18:36:55+00:00,True,"The source code is publicly available on GitHub, indicating open-source nature.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001068_1775586447087_response.json,1,1775586447087,1068,18,True
10680,extendthemes,kubio ai page builder,Kubio AI Page Builder,https://github.com/kubio,https://github.com/kubio/kubio,working,git ls-remote succeeded,https://github.com/kubio/kubio,2026-04-13T18:36:55+00:00,True,"Kubio AI Page Builder is open source, with its main repository hosted under the kubio GitHub organization.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001068_1775586447087_response.json,1,1775586447087,1068,8,True
10687,external-secrets,external-secrets,external-secrets,https://github.com/external-secrets,https://github.com/external-secrets/external-secrets,working,git ls-remote succeeded,https://github.com/external-secrets/external-secrets,2026-04-13T18:36:55+00:00,True,External Secrets Operator is an open-source Kubernetes operator hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001069_1775586426416_response.json,1,1775586426416,1069,8,True
10688,external-secrets,external_secrets_operator,external-secrets,https://github.com/external-secrets,https://github.com/external-secrets/external-secrets,working,git ls-remote succeeded,https://github.com/external-secrets/external-secrets,2026-04-13T18:36:55+00:00,True,The external-secrets-operator is the same open-source project; repository is external-secrets.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001069_1775586426416_response.json,1,1775586426416,1069,9,True
10719,ez,ez_publish,ezpublish,https://github.com/ezsystems,https://github.com/ezsystems/ezpublish,working,git ls-remote succeeded,https://github.com/ezsystems/ezpublish,2026-04-13T18:36:55+00:00,True,eZ Publish (now eZ Platform) is open source (GPL) with source code on GitHub under ezsystems.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000148_1775639485392_attempt02_response.json,2,1775639485392,148,60,True
10856,f5,nginx,nginx,https://github.com/nginx,https://github.com/nginx/nginx,working,git ls-remote succeeded,https://github.com/nginx/nginx,2026-04-13T18:36:55+00:00,True,NGINX is an open source web server project hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001086_1775586470810_response.json,1,1775586470810,1086,126,True
10859,f5,nginx open source,nginx,https://github.com/nginx,https://github.com/nginx/nginx,working,git ls-remote succeeded,https://github.com/nginx/nginx,2026-04-13T18:36:55+00:00,True,NGINX Open Source is the open source version of NGINX hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001086_1775586470810_response.json,1,1775586470810,1086,32,True
10861,f5,nginx unit,unit,https://github.com/nginx,https://github.com/nginx/unit,working,git ls-remote succeeded,https://github.com/nginx/unit,2026-04-13T18:36:55+00:00,True,NGINX Unit is an open source application server released under the BSD license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001087_1775586482577_response.json,1,1775586482577,1087,5,True
10862,f5,nginx_agent,agent,https://github.com/nginx,https://github.com/nginx/agent,working,git ls-remote succeeded,https://github.com/nginx/agent,2026-04-13T18:36:55+00:00,True,"The NGINX Agent is an open source component that communicates with NGINX Instance Manager, released under the same BSD license as NGINX.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001087_1775586482577_response.json,1,1775586482577,1087,6,True
10865,f5,nginx_open_source,nginx,https://github.com/nginx,https://github.com/nginx/nginx,working,git ls-remote succeeded,https://github.com/nginx/nginx,2026-04-13T18:36:55+00:00,True,NGINX Open Source is the well‑known open source web server distributed under the BSD license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001087_1775586482577_response.json,1,1775586482577,1087,39,True
10868,f5,nginx_unit,unit,https://github.com/nginx,https://github.com/nginx/unit,working,git ls-remote succeeded,https://github.com/nginx/unit,2026-04-13T18:36:55+00:00,True,NGINX Unit is an open source application server released under the BSD license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001087_1775586482577_response.json,1,1775586482577,1087,6,True
10869,f5,njs,njs,https://github.com/nginx,https://github.com/nginx/njs,working,git ls-remote succeeded,https://github.com/nginx/njs,2026-04-13T18:36:55+00:00,True,"NJS is the open source JavaScript runtime for NGINX, distributed under the BSD license.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001087_1775586482577_response.json,1,1775586482577,1087,117,True
10987,facade,ignition,ignition,https://github.com/facade,https://github.com/facade/ignition,working,git ls-remote succeeded,https://github.com/facade/ignition,2026-04-13T18:36:55+00:00,True,Open source Laravel error handler library maintained on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001099_1775586527734_response.json,1,1775586527734,1099,9,True
10989,facebook,facebook thrift,fbthrift,https://github.com/facebook,https://github.com/facebook/fbthrift,working,git ls-remote succeeded,https://github.com/facebook/fbthrift,2026-04-13T18:36:55+00:00,True,Open source Facebook Thrift RPC framework hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001099_1775586527734_response.json,1,1775586527734,1099,22,True
10990,facebook,facebook_for_woocommerce,facebook-for-woocommerce,https://github.com/facebook,https://github.com/facebook/facebook-for-woocommerce,working,git ls-remote succeeded,https://github.com/facebook/facebook-for-woocommerce,2026-04-13T18:36:55+00:00,True,Open source WordPress plugin for Facebook integration available on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001099_1775586527734_response.json,1,1775586527734,1099,6,True
10991,facebook,fizz,Fizz,https://github.com/facebookincubator,https://github.com/facebookincubator/fizz,working,git ls-remote succeeded,https://github.com/facebookincubator/fizz,2026-04-13T18:36:55+00:00,True,Fizz is an open‑source TLS 1.3 library hosted on GitHub under the Facebook Incubator organization.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,9,True
10992,facebook,folly,Folly,https://github.com/facebook,https://github.com/facebook/folly,working,git ls-remote succeeded,https://github.com/facebook/folly,2026-04-13T18:36:55+00:00,True,"Folly is an open‑source C++ library by Facebook, maintained on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,9,True
10993,facebook,hermes,Hermes,https://github.com/facebook,https://github.com/facebook/hermes,working,git ls-remote succeeded,https://github.com/facebook/hermes,2026-04-13T18:36:55+00:00,True,"Hermes is an open‑source JavaScript engine developed by Facebook, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,60,True
10994,facebook,hhvm,HHVM,https://github.com/facebook,https://github.com/facebook/hhvm,working,git ls-remote succeeded,https://github.com/facebook/hhvm,2026-04-13T18:36:55+00:00,True,"HHVM (HipHop Virtual Machine) is an open‑source virtual machine for PHP and Hack, maintained on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,122,True
10995,facebook,hiphop_virtual_machine,HipHop Virtual Machine,https://github.com/facebook,https://github.com/facebook/hhvm,working,git ls-remote succeeded,https://github.com/facebook/hhvm,2026-04-13T18:36:55+00:00,True,"hiphop_virtual_machine is the same project as HHVM, which is open source and hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,21,True
10997,facebook,mcrouter,Mcrouter,https://github.com/facebook,https://github.com/facebook/mcrouter,working,git ls-remote succeeded,https://github.com/facebook/mcrouter,2026-04-13T18:36:55+00:00,True,"Mcrouter is an open‑source memcached proxy by Facebook, available on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,6,True
10998,facebook,mvfst,Mvfst,https://github.com/facebook,https://github.com/facebook/mvfst,working,git ls-remote succeeded,https://github.com/facebook/mvfst,2026-04-13T18:36:55+00:00,True,"Mvfst is an open‑source QUIC library developed by Facebook, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,5,True
10999,facebook,osquery,osquery,https://github.com/osquery,https://github.com/osquery/osquery,working,git ls-remote succeeded,https://github.com/osquery/osquery,2026-04-13T18:36:55+00:00,True,"osquery is an open‑source SQL‑driven instrumentation tool, maintained under the osquery GitHub organization.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,6,True
11000,facebook,parlai,ParlAI,https://github.com/facebookresearch,https://github.com/facebookresearch/ParlAI,working,git ls-remote succeeded,https://github.com/facebookresearch/ParlAI,2026-04-13T18:36:55+00:00,True,"ParlAI is an open‑source platform for dialogue research, hosted on GitHub under the FacebookResearch organization.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001100_1775586511119_response.json,1,1775586511119,1100,6,True
11002,facebook,proxygen,proxygen,https://github.com/facebook,https://github.com/facebook/proxygen,working,git ls-remote succeeded,https://github.com/facebook/proxygen,2026-04-13T18:36:55+00:00,True,"Proxygen is Facebook's open‑source C++ HTTP framework, hosted on GitHub.",/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001101_1775586483251_response.json,1,1775586483251,1101,25,True
11003,facebook,react,react,https://github.com/facebook,https://github.com/facebook/react,working,git ls-remote succeeded,https://github.com/facebook/react,2026-04-13T18:36:55+00:00,True,React is Facebook's open‑source JavaScript library for building user interfaces.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001101_1775586483251_response.json,1,1775586483251,1101,18,True
11004,facebook,react-dev-utils,react-dev-utils,https://github.com/facebook,https://github.com/facebook/react,working,git ls-remote succeeded,https://github.com/facebook/react,2026-04-13T18:36:55+00:00,True,react-dev-utils is part of the open‑source React monorepo on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001101_1775586483251_response.json,1,1775586483251,1101,6,True
11005,facebook,thrift,fbthrift,https://github.com/facebook,https://github.com/facebook/fbthrift,working,git ls-remote succeeded,https://github.com/facebook/fbthrift,2026-04-13T18:36:55+00:00,True,Facebook's implementation of Apache Thrift (fbthrift) is open source and maintained on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001101_1775586483251_response.json,1,1775586483251,1101,27,True
11006,facebook,wangle,wangle,https://github.com/facebook,https://github.com/facebook/wangle,working,git ls-remote succeeded,https://github.com/facebook/wangle,2026-04-13T18:36:55+00:00,True,Wangle is Facebook's open‑source C++ library for building asynchronous applications.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001101_1775586483251_response.json,1,1775586483251,1101,6,True
11011,facebook,zstandard,zstd,https://github.com/facebook,https://github.com/facebook/zstd,working,git ls-remote succeeded,https://github.com/facebook/zstd,2026-04-13T18:36:55+00:00,True,Zstandard is an open-source compression library by Facebook hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000149_1775639150271_attempt01_response.json,1,1775639150271,149,12,True
11018,facelessuser,pymdown_extensions,pymdown-extensions,https://github.com/facelessuser,https://github.com/facelessuser/pymdown-extensions,working,git ls-remote succeeded,https://github.com/facelessuser/pymdown-extensions,2026-04-13T18:36:55+00:00,True,pymdown-extensions is an open-source Python library hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000149_1775639150271_attempt01_response.json,1,1775639150271,149,6,True
11021,facets_project,facets,facets,https://github.com/PAIR-code,https://github.com/PAIR-code/facets,working,git ls-remote succeeded,https://github.com/PAIR-code/facets,2026-04-13T18:36:55+00:00,True,Facets is an open-source data visualization library released under the Apache 2.0 license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000150_1775639580944_attempt02_response.json,2,1775639580944,150,9,True
11024,facilemanager,facilemanager,FacileManager,https://github.com/facilemanager,https://github.com/facilemanager/facilemanager,working,git ls-remote succeeded,https://github.com/facilemanager/facilemanager,2026-04-13T18:36:55+00:00,True,FacileManager is an open-source IT asset management suite released under the GPL.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000150_1775639580944_attempt02_response.json,2,1775639580944,150,13,True
11026,factorjs,factor,Factor,https://github.com/factorjs,https://github.com/factorjs/factor,working,git ls-remote succeeded,https://github.com/factorjs/factor,2026-04-13T18:36:55+00:00,True,Factor is an open-source implementation of the Factor programming language.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000150_1775639580944_attempt02_response.json,2,1775639580944,150,8,True
11030,facuet,ryu,Ryu,https://github.com/osrg,https://github.com/osrg/ryu,working,git ls-remote succeeded,https://github.com/osrg/ryu,2026-04-13T18:36:55+00:00,True,Ryu is an open-source component-based SDN framework released under the Apache 2.0 license.,/home/user1/kk_peplen/cve-search/output/minimax_raw_pending_from_remaining_opencode_tqdm_retry2/batch_000150_1775639580944_attempt02_response.json,2,1775639580944,150,27,True
11036,fail2ban,fail2ban,fail2ban,https://github.com/fail2ban,https://github.com/fail2ban/fail2ban,working,git ls-remote succeeded,https://github.com/fail2ban/fail2ban,2026-04-13T18:36:55+00:00,True,Official open-source project with public repository.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001104_1775586526749_response.json,1,1775586526749,1104,27,True
11040,falco,falco,falco,https://github.com/falcosecurity,https://github.com/falcosecurity/falco,working,git ls-remote succeeded,https://github.com/falcosecurity/falco,2026-04-13T18:36:55+00:00,True,Official open-source runtime security project with public repository.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001104_1775586526749_response.json,1,1775586526749,1104,6,True
11043,falktx,cadence,Cadence,https://github.com/FalkTx,https://github.com/FalkTx/Cadence,working,git ls-remote succeeded,https://github.com/FalkTx/Cadence,2026-04-13T18:36:55+00:00,True,Cadence is an open-source audio tool hosted on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001105_1775586537800_response.json,1,1775586537800,1105,6,True
11045,famethemes,onepress,OnePress,https://github.com/famethemes,https://github.com/famethemes/onepress,working,git ls-remote succeeded,https://github.com/famethemes/onepress,2026-04-13T18:36:55+00:00,True,OnePress is an open-source WordPress theme available on GitHub.,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001105_1775586537800_response.json,1,1775586537800,1105,8,True
11049,fanli2012,native-php-cms,native-php-cms,https://github.com/fanli2012,https://github.com/fanli2012/native-php-cms,working,git ls-remote succeeded,https://github.com/fanli2012/native-php-cms,2026-04-13T18:36:55+00:00,True,Repository indicates the project is open-source (MIT license).,/home/user1/kk_peplen/cve-search/output/minimax_raw_full_opencode_tqdm/batch_001105_1775586537800_response.json,1,1775586537800,1105,25,True
