cve_id,commit_hash,selection_source,repo_name,repo_url,commit_urls,source_file,cwe_ids,cwe_tokens
CVE-2008-3686,5e0115e500fe9dd2ca11e6f92db9123204f1327a,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=5e0115e500fe9dd2ca11e6f92db9123204f1327a;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=5e0115e500fe9dd2ca11e6f92db9123204f1327a,cvelistV5/cves/2008/3xxx/CVE-2008-3686.json,CWE-399,CWE-399
CVE-2008-3792,5e739d1752aca4e8f3e794d431503bfca3162df4,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=5e739d1752aca4e8f3e794d431503bfca3162df4;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=5e739d1752aca4e8f3e794d431503bfca3162df4,cvelistV5/cves/2008/3xxx/CVE-2008-3792.json,,
CVE-2008-3911,27df6f25ff218072e0e879a96beeb398a79cdbc8,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=27df6f25ff218072e0e879a96beeb398a79cdbc8;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=27df6f25ff218072e0e879a96beeb398a79cdbc8,cvelistV5/cves/2008/3xxx/CVE-2008-3911.json,CWE-119,CWE-119
CVE-2008-3915,91b80969ba466ba4b915a4a1d03add8c297add3f,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=91b80969ba466ba4b915a4a1d03add8c297add3f;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=91b80969ba466ba4b915a4a1d03add8c297add3f,cvelistV5/cves/2008/3xxx/CVE-2008-3915.json,CWE-119,CWE-119
CVE-2008-5033,5ba2f67afb02c5302b2898949ed6fc3b3d37dcf1,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=5ba2f67afb02c5302b2898949ed6fc3b3d37dcf1;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=5ba2f67afb02c5302b2898949ed6fc3b3d37dcf1,cvelistV5/cves/2008/5xxx/CVE-2008-5033.json,CWE-399,CWE-399
CVE-2008-5189,7282ed863ca7e6f928bae9162c9a63a98775a19d,references_fallback,github.com/rails/rails,http://github.com/rails/rails,http://github.com/rails/rails/commit/7282ed863ca7e6f928bae9162c9a63a98775a19d,cvelistV5/cves/2008/5xxx/CVE-2008-5189.json,CWE-352,CWE-352
CVE-2008-5516,c582abae,references_fallback,repo.or.cz/git,http://repo.or.cz/git,http://repo.or.cz/w/git.git?a=commitdiff%3Bh=c582abae,cvelistV5/cves/2008/5xxx/CVE-2008-5516.json,CWE-78;CWE-264,CWE-78;CWE-264
CVE-2008-5517,516381d5,references_fallback,repo.or.cz/git,http://repo.or.cz/git,http://repo.or.cz/w/git.git?a=commitdiff%3Bh=516381d5,cvelistV5/cves/2008/5xxx/CVE-2008-5517.json,CWE-94,CWE-94
CVE-2008-5619,8beacc646acb67c995aea10ac5585970efc7355a,references_fallback,github.com/PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer/commit/8beacc646acb67c995aea10ac5585970efc7355a,cvelistV5/cves/2008/5xxx/CVE-2008-5619.json,CWE-94,CWE-94
CVE-2008-7050,7dd6367ae85003dd5d715431b6ab695f2c2f200a,references_fallback,github.com/Illydth/wowraidmanager,http://github.com/Illydth/wowraidmanager,http://github.com/Illydth/wowraidmanager/commit/7dd6367ae85003dd5d715431b6ab695f2c2f200a,cvelistV5/cves/2008/7xxx/CVE-2008-7050.json,CWE-255,CWE-255
CVE-2008-7256,1b79cd04fab80be61dcd2732e2423aafde9a4c1c,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=1b79cd04fab80be61dcd2732e2423aafde9a4c1c;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=1b79cd04fab80be61dcd2732e2423aafde9a4c1c,cvelistV5/cves/2008/7xxx/CVE-2008-7256.json,,
CVE-2008-7316,124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=124d3b7041f9a0ca7c43a6293e1cae4576c32fd5;https://github.com/torvalds/linux/commit/124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,cvelistV5/cves/2008/7xxx/CVE-2008-7316.json,CWE-20,CWE-20
CVE-2009-0065,9fcb95a105758b81ef0131cd18e2db5149f13e95,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=9fcb95a105758b81ef0131cd18e2db5149f13e95;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=9fcb95a105758b81ef0131cd18e2db5149f13e95,cvelistV5/cves/2009/0xxx/CVE-2009-0065.json,CWE-119,CWE-119
CVE-2009-0385,72e715fb798f2cb79fd24a6d2eaeafb7c6eeda17,references_fallback,git.ffmpeg.org/ffmpeg,http://git.ffmpeg.org/ffmpeg,http://git.ffmpeg.org/?p=ffmpeg%3Ba=commitdiff%3Bh=72e715fb798f2cb79fd24a6d2eaeafb7c6eeda17;http://git.ffmpeg.org/?p=ffmpeg;a=commitdiff;h=72e715fb798f2cb79fd24a6d2eaeafb7c6eeda17,cvelistV5/cves/2009/0xxx/CVE-2009-0385.json,,
CVE-2009-0675,c25b9abbc2c2c0da88e180c3933d6e773245815a,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=c25b9abbc2c2c0da88e180c3933d6e773245815a;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=c25b9abbc2c2c0da88e180c3933d6e773245815a,cvelistV5/cves/2009/0xxx/CVE-2009-0675.json,CWE-264,CWE-264
CVE-2009-0676,df0bca049d01c0ee94afb7cd5dfd959541e6c8da,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=df0bca049d01c0ee94afb7cd5dfd959541e6c8da;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=df0bca049d01c0ee94afb7cd5dfd959541e6c8da,cvelistV5/cves/2009/0xxx/CVE-2009-0676.json,CWE-264,CWE-264
CVE-2009-0745,fdff73f094e7220602cc3f8959c7230517976412,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=fdff73f094e7220602cc3f8959c7230517976412;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=fdff73f094e7220602cc3f8959c7230517976412,cvelistV5/cves/2009/0xxx/CVE-2009-0745.json,CWE-20,CWE-20
CVE-2009-0746,e6b8bc09ba2075cd91fbffefcd2778b1a00bd76f,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=e6b8bc09ba2075cd91fbffefcd2778b1a00bd76f;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=e6b8bc09ba2075cd91fbffefcd2778b1a00bd76f,cvelistV5/cves/2009/0xxx/CVE-2009-0746.json,CWE-20,CWE-20
CVE-2009-0747,06a279d636734da32bb62dd2f7b0ade666f65d7c,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=06a279d636734da32bb62dd2f7b0ade666f65d7c;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=06a279d636734da32bb62dd2f7b0ade666f65d7c,cvelistV5/cves/2009/0xxx/CVE-2009-0747.json,CWE-399,CWE-399
CVE-2009-0748,4ec110281379826c5cf6ed14735e47027c3c5765,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=4ec110281379826c5cf6ed14735e47027c3c5765;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=4ec110281379826c5cf6ed14735e47027c3c5765,cvelistV5/cves/2009/0xxx/CVE-2009-0748.json,CWE-20,CWE-20
CVE-2009-0778,7c0ecc4c4f8fd90988aab8a95297b9c0038b6160,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=7c0ecc4c4f8fd90988aab8a95297b9c0038b6160,cvelistV5/cves/2009/0xxx/CVE-2009-0778.json,,
CVE-2009-0787,8faece5f906725c10e7a1f6caf84452abadbdc7b,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=8faece5f906725c10e7a1f6caf84452abadbdc7b,cvelistV5/cves/2009/0xxx/CVE-2009-0787.json,CWE-189,CWE-189
CVE-2009-0834,ccbe495caa5e604b04d5a31d7459a6f6a76a756c,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=ccbe495caa5e604b04d5a31d7459a6f6a76a756c;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=ccbe495caa5e604b04d5a31d7459a6f6a76a756c,cvelistV5/cves/2009/0xxx/CVE-2009-0834.json,,
CVE-2009-0859,a68e61e8ff2d46327a37b69056998b47745db6fa,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=a68e61e8ff2d46327a37b69056998b47745db6fa;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=a68e61e8ff2d46327a37b69056998b47745db6fa,cvelistV5/cves/2009/0xxx/CVE-2009-0859.json,CWE-20,CWE-20
CVE-2009-10001,c84fb6b153bebaf228feee0cbf50728d27ae3f80,references_fallback,github.com/jianlinwei/cool-php-captcha,https://github.com/jianlinwei/cool-php-captcha,https://github.com/jianlinwei/cool-php-captcha/commit/c84fb6b153bebaf228feee0cbf50728d27ae3f80,cvelistV5/cves/2009/10xxx/CVE-2009-10001.json,CWE-79,CWE-79
CVE-2009-10002,08875dd8a2e5d0d16568bb0d67cb4328062fccde,references_fallback,github.com/dpup/fittr-flickr,https://github.com/dpup/fittr-flickr,https://github.com/dpup/fittr-flickr/commit/08875dd8a2e5d0d16568bb0d67cb4328062fccde,cvelistV5/cves/2009/10xxx/CVE-2009-10002.json,CWE-79,CWE-79
CVE-2009-10004,8045b1e10970342f558b2c5f360e0bd135af2b10,references_fallback,github.com/Turante/sandbox-theme,https://github.com/Turante/sandbox-theme,https://github.com/Turante/sandbox-theme/commit/8045b1e10970342f558b2c5f360e0bd135af2b10,cvelistV5/cves/2009/10xxx/CVE-2009-10004.json,CWE-79,CWE-79
CVE-2009-1072,76a67ec6fb79ff3570dcb5342142c16098299911,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=76a67ec6fb79ff3570dcb5342142c16098299911;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=76a67ec6fb79ff3570dcb5342142c16098299911,cvelistV5/cves/2009/1xxx/CVE-2009-1072.json,CWE-16,CWE-16
CVE-2009-1192,59de2bebabc5027f93df999d59cc65df591c3e6e,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=59de2bebabc5027f93df999d59cc65df591c3e6e,cvelistV5/cves/2009/1xxx/CVE-2009-1192.json,,
CVE-2009-1194,4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e,references_fallback,github.com/bratsche/pango,http://github.com/bratsche/pango,http://github.com/bratsche/pango/commit/4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e,cvelistV5/cves/2009/1xxx/CVE-2009-1194.json,CWE-189,CWE-189
CVE-2009-1242,16175a796d061833aacfbd9672235f2d2725df65,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=16175a796d061833aacfbd9672235f2d2725df65;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=16175a796d061833aacfbd9672235f2d2725df65,cvelistV5/cves/2009/1xxx/CVE-2009-1242.json,CWE-20,CWE-20
CVE-2009-1243,30842f2989aacfaba3ccb39829b3417be9313dbe,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=30842f2989aacfaba3ccb39829b3417be9313dbe;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=30842f2989aacfaba3ccb39829b3417be9313dbe,cvelistV5/cves/2009/1xxx/CVE-2009-1243.json,CWE-667,CWE-667
CVE-2009-1265,83e0bbcbe2145f160fbaa109b0439dae7f4a38a9,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=83e0bbcbe2145f160fbaa109b0439dae7f4a38a9;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=83e0bbcbe2145f160fbaa109b0439dae7f4a38a9,cvelistV5/cves/2009/1xxx/CVE-2009-1265.json,CWE-189,CWE-189
CVE-2009-1298,bbf31bf18d34caa87dd01f08bf713635593697f2,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=bbf31bf18d34caa87dd01f08bf713635593697f2;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=bbf31bf18d34caa87dd01f08bf713635593697f2,cvelistV5/cves/2009/1xxx/CVE-2009-1298.json,CWE-119,CWE-119
CVE-2009-1336,54af3bb543c071769141387a42deaaab5074da55,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=54af3bb543c071769141387a42deaaab5074da55;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=54af3bb543c071769141387a42deaaab5074da55,cvelistV5/cves/2009/1xxx/CVE-2009-1336.json,CWE-20,CWE-20
CVE-2009-1337,432870dab85a2f69dc417022646cb9a70acf7f94,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=432870dab85a2f69dc417022646cb9a70acf7f94;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=432870dab85a2f69dc417022646cb9a70acf7f94,cvelistV5/cves/2009/1xxx/CVE-2009-1337.json,CWE-264,CWE-264
CVE-2009-1338,d25141a818383b3c3b09f065698c544a7a0ec6e7,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=d25141a818383b3c3b09f065698c544a7a0ec6e7;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=d25141a818383b3c3b09f065698c544a7a0ec6e7,cvelistV5/cves/2009/1xxx/CVE-2009-1338.json,CWE-264,CWE-264
CVE-2009-1360,3f53a38131a4e7a053c0aa060aba0411242fb6b9,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=3f53a38131a4e7a053c0aa060aba0411242fb6b9;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=3f53a38131a4e7a053c0aa060aba0411242fb6b9,cvelistV5/cves/2009/1xxx/CVE-2009-1360.json,,
CVE-2009-1385,ea30e11970a96cfe5e32c03a29332554573b4a10,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=ea30e11970a96cfe5e32c03a29332554573b4a10,cvelistV5/cves/2009/1xxx/CVE-2009-1385.json,CWE-189,CWE-189
CVE-2009-1389,fdd7b4c3302c93f6833e338903ea77245eb510b4,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=fdd7b4c3302c93f6833e338903ea77245eb510b4,cvelistV5/cves/2009/1xxx/CVE-2009-1389.json,CWE-119,CWE-119
CVE-2009-1439,b363b3304bcf68c4541683b2eff70b29f0446a5b,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=b363b3304bcf68c4541683b2eff70b29f0446a5b;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=b363b3304bcf68c4541683b2eff70b29f0446a5b,cvelistV5/cves/2009/1xxx/CVE-2009-1439.json,CWE-119,CWE-119
CVE-2009-1527,cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=cad81bc2529ab8c62b6fdc83a1c0c7f4a87209eb,cvelistV5/cves/2009/1xxx/CVE-2009-1527.json,CWE-362,CWE-362
CVE-2009-1570,df2b0aca2e7cdb95ebfd3454c65aaba0a83e9bbe,references_fallback,git.gnome.org/cgit/gimp.git,https://git.gnome.org/cgit/gimp.git,http://git.gnome.org/cgit/gimp/commit/?h=gimp-2-6&id=df2b0aca2e7cdb95ebfd3454c65aaba0a83e9bbe,cvelistV5/cves/2009/1xxx/CVE-2009-1570.json,CWE-190,CWE-190
CVE-2009-1605,451373e028f82fa2f1cc2a6a669df31d85c877bd,references_fallback,cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git,https://cgit.ghostscript.com/cgi-bin/cgit.cgi/mupdf.git/commit/?id=451373e028f82fa2f1cc2a6a669df31d85c877bd,cvelistV5/cves/2009/1xxx/CVE-2009-1605.json,CWE-119,CWE-119
CVE-2009-1633,27b87fe52baba0a55e9723030e76fce94fabcea4,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=27b87fe52baba0a55e9723030e76fce94fabcea4;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=27b87fe52baba0a55e9723030e76fce94fabcea4,cvelistV5/cves/2009/1xxx/CVE-2009-1633.json,CWE-119,CWE-119
CVE-2009-1895,f9fabcb58a6d26d6efde842d1703ac7cfa9427b6,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=f9fabcb58a6d26d6efde842d1703ac7cfa9427b6,cvelistV5/cves/2009/1xxx/CVE-2009-1895.json,CWE-16,CWE-16
CVE-2009-1897,3c8a9c63d5fd738c261bd0ceece04d9c8357ca13,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=3c8a9c63d5fd738c261bd0ceece04d9c8357ca13,cvelistV5/cves/2009/1xxx/CVE-2009-1897.json,CWE-119,CWE-119
CVE-2009-1914,192d7a4667c6d11d1a174ec4cad9a3c5d5f9043c,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=192d7a4667c6d11d1a174ec4cad9a3c5d5f9043c;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=192d7a4667c6d11d1a174ec4cad9a3c5d5f9043c,cvelistV5/cves/2009/1xxx/CVE-2009-1914.json,CWE-20,CWE-20
CVE-2009-1961,7bfac9ecf0585962fe13584f5cf526d8c8e76f17,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=7bfac9ecf0585962fe13584f5cf526d8c8e76f17;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=7bfac9ecf0585962fe13584f5cf526d8c8e76f17,cvelistV5/cves/2009/1xxx/CVE-2009-1961.json,CWE-667,CWE-667
CVE-2009-2287,59839dfff5eabca01cc4e20b45797a60a80af8cb,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commitdiff%3Bh=59839dfff5eabca01cc4e20b45797a60a80af8cb;http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commitdiff;h=59839dfff5eabca01cc4e20b45797a60a80af8cb,cvelistV5/cves/2009/2xxx/CVE-2009-2287.json,CWE-476,CWE-476
CVE-2009-2406,6352a29305373ae6196491e6d4669f301e26492e,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=6352a29305373ae6196491e6d4669f301e26492e,cvelistV5/cves/2009/2xxx/CVE-2009-2406.json,CWE-119,CWE-119
CVE-2009-2407,f151cd2c54ddc7714e2f740681350476cda03a28,references_fallback,git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux-2.6,http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=f151cd2c54ddc7714e2f740681350476cda03a28,cvelistV5/cves/2009/2xxx/CVE-2009-2407.json,CWE-119,CWE-119
CVE-2009-2414,489f9671e71cc44a97b23111b3126ac8a1e21a59,references_fallback,git.gnome.org/browse/libxml2.git,https://git.gnome.org/browse/libxml2.git,https://git.gnome.org/browse/libxml2/commit/?id=489f9671e71cc44a97b23111b3126ac8a1e21a59,cvelistV5/cves/2009/2xxx/CVE-2009-2414.json,CWE-119,CWE-119
CVE-2009-2416,489f9671e71cc44a97b23111b3126ac8a1e21a59,references_fallback,git.gnome.org/browse/libxml2.git,https://git.gnome.org/browse/libxml2.git,https://git.gnome.org/browse/libxml2/commit/?id=489f9671e71cc44a97b23111b3126ac8a1e21a59,cvelistV5/cves/2009/2xxx/CVE-2009-2416.json,CWE-416,CWE-416
